order_day,product_name,daily_qty
2023-05-16,Biscuits,10.0
2023-05-17,Biscuits,22.0
2023-05-18,Biscuits,23.0
2023-05-19,Biscuits,31.0
2023-05-20,Biscuits,17.0
2023-05-21,Biscuits,28.0
2023-05-22,Biscuits,42.0
2023-05-23,Biscuits,33.0
2023-05-24,Biscuits,40.0
2023-05-25,Biscuits,24.0
2023-05-26,Biscuits,27.0
2023-05-27,Biscuits,52.0
2023-05-28,Biscuits,7.0
2023-05-29,Biscuits,23.0
2023-05-30,Biscuits,32.0
2023-05-31,Biscuits,25.0
2023-06-01,Biscuits,15.0
2023-06-02,Biscuits,25.0
2023-06-03,Biscuits,47.0
2023-06-04,Biscuits,20.0
2023-06-05,Biscuits,30.0
2023-06-06,Biscuits,10.0
2023-06-07,Biscuits,12.0
2023-06-08,Biscuits,21.0
2023-06-09,Biscuits,22.0
2023-06-10,Biscuits,10.0
2023-06-11,Biscuits,43.0
2023-06-12,Biscuits,16.0
2023-06-13,Biscuits,23.0
2023-06-14,Biscuits,27.0
2023-06-15,Biscuits,35.0
2023-06-16,Biscuits,29.0
2023-06-17,Biscuits,23.0
2023-06-18,Biscuits,45.0
2023-06-19,Biscuits,17.0
2023-06-20,Biscuits,6.0
2023-06-21,Biscuits,37.0
2023-06-22,Biscuits,22.0
2023-06-23,Biscuits,20.0
2023-06-24,Biscuits,18.0
2023-06-25,Biscuits,11.0
2023-06-26,Biscuits,27.0
2023-06-27,Biscuits,23.0
2023-06-28,Biscuits,20.0
2023-06-29,Biscuits,36.0
2023-06-30,Biscuits,14.0
2023-07-01,Biscuits,38.0
2023-07-02,Biscuits,11.0
2023-07-03,Biscuits,10.0
2023-07-04,Biscuits,30.0
2023-07-05,Biscuits,13.0
2023-07-06,Biscuits,26.0
2023-07-07,Biscuits,22.0
2023-07-08,Biscuits,16.0
2023-07-09,Biscuits,14.0
2023-07-10,Biscuits,7.0
2023-07-11,Biscuits,17.0
2023-07-12,Biscuits,29.0
2023-07-13,Biscuits,3.0
2023-07-14,Biscuits,11.0
2023-07-15,Biscuits,31.0
2023-07-16,Biscuits,31.0
2023-07-17,Biscuits,28.0
2023-07-18,Biscuits,13.0
2023-07-19,Biscuits,28.0
2023-07-20,Biscuits,28.0
2023-07-21,Biscuits,33.0
2023-07-22,Biscuits,50.0
2023-07-23,Biscuits,20.0
2023-07-24,Biscuits,2.0
2023-07-25,Biscuits,23.0
2023-07-26,Biscuits,31.0
2023-07-27,Biscuits,24.0
2023-07-28,Biscuits,23.0
2023-07-29,Biscuits,27.0
2023-07-30,Biscuits,19.0
2023-07-31,Biscuits,34.0
2023-08-01,Biscuits,26.0
2023-08-02,Biscuits,15.0
2023-08-03,Biscuits,1.0
2023-08-04,Biscuits,11.0
2023-08-05,Biscuits,24.0
2023-08-06,Biscuits,23.0
2023-08-07,Biscuits,22.0
2023-08-08,Biscuits,25.0
2023-08-09,Biscuits,15.0
2023-08-10,Biscuits,4.0
2023-08-11,Biscuits,41.0
2023-08-12,Biscuits,53.0
2023-08-13,Biscuits,18.0
2023-08-14,Biscuits,10.0
2023-08-15,Biscuits,31.0
2023-08-16,Biscuits,15.0
2023-08-17,Biscuits,48.0
2023-08-18,Biscuits,21.0
2023-08-19,Biscuits,34.0
2023-08-20,Biscuits,20.0
2023-08-21,Biscuits,16.0
2023-08-22,Biscuits,34.0
2023-08-23,Biscuits,29.0
2023-08-24,Biscuits,16.0
2023-08-25,Biscuits,36.0
2023-08-26,Biscuits,26.0
2023-08-27,Biscuits,21.0
2023-08-28,Biscuits,13.0
2023-08-29,Biscuits,5.0
2023-08-30,Biscuits,10.0
2023-08-31,Biscuits,33.0
2023-09-01,Biscuits,31.0
2023-09-02,Biscuits,24.0
2023-09-03,Biscuits,16.0
2023-09-04,Biscuits,29.0
2023-09-05,Biscuits,27.0
2023-09-06,Biscuits,3.0
2023-09-07,Biscuits,11.0
2023-09-08,Biscuits,6.0
2023-09-09,Biscuits,35.0
2023-09-10,Biscuits,37.0
2023-09-11,Biscuits,18.0
2023-09-12,Biscuits,5.0
2023-09-13,Biscuits,15.0
2023-09-14,Biscuits,34.0
2023-09-15,Biscuits,21.0
2023-09-16,Biscuits,22.0
2023-09-17,Biscuits,5.0
2023-09-18,Biscuits,23.0
2023-09-19,Biscuits,16.0
2023-09-20,Biscuits,20.0
2023-09-21,Biscuits,1.0
2023-09-22,Biscuits,36.0
2023-09-23,Biscuits,14.0
2023-09-24,Biscuits,8.0
2023-09-25,Biscuits,33.0
2023-09-26,Biscuits,22.0
2023-09-27,Biscuits,12.0
2023-09-28,Biscuits,16.0
2023-09-29,Biscuits,6.0
2023-09-30,Biscuits,13.0
2023-10-01,Biscuits,20.0
2023-10-02,Biscuits,27.0
2023-10-03,Biscuits,15.0
2023-10-04,Biscuits,41.0
2023-10-05,Biscuits,22.0
2023-10-06,Biscuits,27.0
2023-10-07,Biscuits,44.0
2023-10-08,Biscuits,34.0
2023-10-09,Biscuits,24.0
2023-10-10,Biscuits,8.0
2023-10-11,Biscuits,23.0
2023-10-12,Biscuits,15.0
2023-10-13,Biscuits,27.0
2023-10-14,Biscuits,15.0
2023-10-15,Biscuits,33.0
2023-10-16,Biscuits,10.0
2023-10-17,Biscuits,37.0
2023-10-18,Biscuits,28.0
2023-10-19,Biscuits,4.0
2023-10-20,Biscuits,31.0
2023-10-21,Biscuits,23.0
2023-10-22,Biscuits,31.0
2023-10-23,Biscuits,5.0
2023-10-24,Biscuits,37.0
2023-10-25,Biscuits,48.0
2023-10-26,Biscuits,27.0
2023-10-27,Biscuits,12.0
2023-10-28,Biscuits,22.0
2023-10-29,Biscuits,30.0
2023-10-30,Biscuits,10.0
2023-10-31,Biscuits,3.0
2023-11-01,Biscuits,19.0
2023-11-02,Biscuits,20.0
2023-11-03,Biscuits,23.0
2023-11-04,Biscuits,38.0
2023-11-05,Biscuits,15.0
2023-11-06,Biscuits,30.0
2023-11-07,Biscuits,25.0
2023-11-08,Biscuits,29.0
2023-11-09,Biscuits,17.0
2023-11-10,Biscuits,26.0
2023-11-11,Biscuits,21.0
2023-11-12,Biscuits,20.0
2023-11-13,Biscuits,25.0
2023-11-14,Biscuits,18.0
2023-11-15,Biscuits,34.0
2023-11-16,Biscuits,28.0
2023-11-17,Biscuits,21.0
2023-11-18,Biscuits,4.0
2023-11-19,Biscuits,38.0
2023-11-20,Biscuits,19.0
2023-11-21,Biscuits,29.0
2023-11-22,Biscuits,16.0
2023-11-23,Biscuits,8.0
2023-11-24,Biscuits,18.0
2023-11-25,Biscuits,15.0
2023-11-26,Biscuits,20.0
2023-11-27,Biscuits,18.0
2023-11-28,Biscuits,25.0
2023-11-29,Biscuits,18.0
2023-11-30,Biscuits,30.0
2023-12-01,Biscuits,13.0
2023-12-02,Biscuits,19.0
2023-12-03,Biscuits,18.0
2023-12-04,Biscuits,28.0
2023-12-05,Biscuits,60.0
2023-12-06,Biscuits,28.0
2023-12-07,Biscuits,28.0
2023-12-08,Biscuits,5.0
2023-12-09,Biscuits,16.0
2023-12-10,Biscuits,9.0
2023-12-11,Biscuits,8.0
2023-12-12,Biscuits,12.0
2023-12-13,Biscuits,20.0
2023-12-14,Biscuits,36.0
2023-12-15,Biscuits,16.0
2023-12-16,Biscuits,41.0
2023-12-17,Biscuits,5.0
2023-12-18,Biscuits,17.0
2023-12-19,Biscuits,20.0
2023-12-20,Biscuits,11.0
2023-12-21,Biscuits,13.0
2023-12-22,Biscuits,29.0
2023-12-23,Biscuits,44.0
2023-12-24,Biscuits,30.0
2023-12-25,Biscuits,22.0
2023-12-26,Biscuits,12.0
2023-12-27,Biscuits,20.0
2023-12-28,Biscuits,38.0
2023-12-29,Biscuits,24.0
2023-12-30,Biscuits,1.0
2023-12-31,Biscuits,34.0
2024-01-01,Biscuits,40.0
2024-01-02,Biscuits,46.0
2024-01-03,Biscuits,10.0
2024-01-04,Biscuits,32.0
2024-01-05,Biscuits,29.0
2024-01-06,Biscuits,15.0
2024-01-07,Biscuits,41.0
2024-01-08,Biscuits,24.0
2024-01-09,Biscuits,17.0
2024-01-10,Biscuits,26.0
2024-01-11,Biscuits,28.0
2024-01-12,Biscuits,26.0
2024-01-13,Biscuits,36.0
2024-01-14,Biscuits,7.0
2024-01-15,Biscuits,22.0
2024-01-16,Biscuits,16.0
2024-01-17,Biscuits,9.0
2024-01-18,Biscuits,22.0
2024-01-19,Biscuits,42.0
2024-01-20,Biscuits,22.0
2024-01-21,Biscuits,18.0
2024-01-22,Biscuits,23.0
2024-01-23,Biscuits,14.0
2024-01-24,Biscuits,17.0
2024-01-25,Biscuits,24.0
2024-01-26,Biscuits,8.0
2024-01-27,Biscuits,15.0
2024-01-28,Biscuits,11.0
2024-01-29,Biscuits,15.0
2024-01-30,Biscuits,34.0
2024-01-31,Biscuits,28.0
2024-02-01,Biscuits,23.0
2024-02-02,Biscuits,23.0
2024-02-03,Biscuits,28.0
2024-02-04,Biscuits,7.0
2024-02-05,Biscuits,23.0
2024-02-06,Biscuits,13.0
2024-02-07,Biscuits,36.0
2024-02-08,Biscuits,39.0
2024-02-09,Biscuits,23.0
2024-02-10,Biscuits,27.0
2024-02-11,Biscuits,15.0
2024-02-12,Biscuits,14.0
2024-02-13,Biscuits,20.0
2024-02-14,Biscuits,29.0
2024-02-15,Biscuits,15.0
2024-02-16,Biscuits,18.0
2024-02-17,Biscuits,21.0
2024-02-18,Biscuits,24.0
2024-02-19,Biscuits,30.0
2024-02-20,Biscuits,9.0
2024-02-21,Biscuits,11.0
2024-02-22,Biscuits,27.0
2024-02-23,Biscuits,15.0
2024-02-24,Biscuits,12.0
2024-02-25,Biscuits,38.0
2024-02-26,Biscuits,0.0
2024-02-27,Biscuits,17.0
2024-02-28,Biscuits,28.0
2024-02-29,Biscuits,21.0
2024-03-01,Biscuits,22.0
2024-03-02,Biscuits,10.0
2024-03-03,Biscuits,22.0
2024-03-04,Biscuits,28.0
2024-03-05,Biscuits,24.0
2024-03-06,Biscuits,23.0
2024-03-07,Biscuits,19.0
2024-03-08,Biscuits,34.0
2024-03-09,Biscuits,15.0
2024-03-10,Biscuits,25.0
2024-03-11,Biscuits,15.0
2024-03-12,Biscuits,22.0
2024-03-13,Biscuits,21.0
2024-03-14,Biscuits,38.0
2024-03-15,Biscuits,21.0
2024-03-16,Biscuits,7.0
2024-03-17,Biscuits,36.0
2024-03-18,Biscuits,17.0
2024-03-19,Biscuits,22.0
2024-03-20,Biscuits,13.0
2024-03-21,Biscuits,21.0
2024-03-22,Biscuits,26.0
2024-03-23,Biscuits,40.0
2024-03-24,Biscuits,38.0
2024-03-25,Biscuits,13.0
2024-03-26,Biscuits,33.0
2024-03-27,Biscuits,23.0
2024-03-28,Biscuits,8.0
2024-03-29,Biscuits,36.0
2024-03-30,Biscuits,26.0
2024-03-31,Biscuits,46.0
2024-04-01,Biscuits,45.0
2024-04-02,Biscuits,37.0
2024-04-03,Biscuits,6.0
2024-04-04,Biscuits,19.0
2024-04-05,Biscuits,6.0
2024-04-06,Biscuits,15.0
2024-04-07,Biscuits,12.0
2024-04-08,Biscuits,9.0
2024-04-09,Biscuits,34.0
2024-04-10,Biscuits,9.0
2024-04-11,Biscuits,21.0
2024-04-12,Biscuits,25.0
2024-04-13,Biscuits,50.0
2024-04-14,Biscuits,26.0
2024-04-15,Biscuits,17.0
2024-04-16,Biscuits,32.0
2024-04-17,Biscuits,37.0
2024-04-18,Biscuits,10.0
2024-04-19,Biscuits,22.0
2024-04-20,Biscuits,36.0
2024-04-21,Biscuits,33.0
2024-04-22,Biscuits,22.0
2024-04-23,Biscuits,11.0
2024-04-24,Biscuits,38.0
2024-04-25,Biscuits,14.0
2024-04-26,Biscuits,25.0
2024-04-27,Biscuits,4.0
2024-04-28,Biscuits,33.0
2024-04-29,Biscuits,31.0
2024-04-30,Biscuits,4.0
2024-05-01,Biscuits,37.0
2024-05-02,Biscuits,17.0
2024-05-03,Biscuits,49.0
2024-05-04,Biscuits,14.0
2024-05-05,Biscuits,18.0
2024-05-06,Biscuits,22.0
2024-05-07,Biscuits,8.0
2024-05-08,Biscuits,19.0
2024-05-09,Biscuits,21.0
2024-05-10,Biscuits,4.0
2024-05-11,Biscuits,34.0
2024-05-12,Biscuits,14.0
2024-05-13,Biscuits,17.0
2024-05-14,Biscuits,43.0
2024-05-15,Biscuits,13.0
2024-05-16,Biscuits,47.0
2024-05-17,Biscuits,17.0
2024-05-18,Biscuits,28.0
2024-05-19,Biscuits,39.0
2024-05-20,Biscuits,38.0
2024-05-21,Biscuits,18.0
2024-05-22,Biscuits,42.0
2024-05-23,Biscuits,22.0
2024-05-24,Biscuits,39.0
2024-05-25,Biscuits,32.0
2024-05-26,Biscuits,31.0
2024-05-27,Biscuits,9.0
2024-05-28,Biscuits,53.0
2024-05-29,Biscuits,17.0
2024-05-30,Biscuits,9.0
2024-05-31,Biscuits,7.0
2024-06-01,Biscuits,18.0
2024-06-02,Biscuits,7.0
2024-06-03,Biscuits,17.0
2024-06-04,Biscuits,26.0
2024-06-05,Biscuits,24.0
2024-06-06,Biscuits,22.0
2024-06-07,Biscuits,33.0
2024-06-08,Biscuits,14.0
2024-06-09,Biscuits,27.0
2024-06-10,Biscuits,13.0
2024-06-11,Biscuits,26.0
2024-06-12,Biscuits,41.0
2024-06-13,Biscuits,23.0
2024-06-14,Biscuits,18.0
2024-06-15,Biscuits,19.0
2024-06-16,Biscuits,14.0
2024-06-17,Biscuits,17.0
2024-06-18,Biscuits,19.0
2024-06-19,Biscuits,34.0
2024-06-20,Biscuits,14.0
2024-06-21,Biscuits,13.0
2024-06-22,Biscuits,27.0
2024-06-23,Biscuits,18.0
2024-06-24,Biscuits,14.0
2024-06-25,Biscuits,6.0
2024-06-26,Biscuits,20.0
2024-06-27,Biscuits,44.0
2024-06-28,Biscuits,24.0
2024-06-29,Biscuits,33.0
2024-06-30,Biscuits,12.0
2024-07-01,Biscuits,23.0
2024-07-02,Biscuits,41.0
2024-07-03,Biscuits,21.0
2024-07-04,Biscuits,12.0
2024-07-05,Biscuits,27.0
2024-07-06,Biscuits,21.0
2024-07-07,Biscuits,15.0
2024-07-08,Biscuits,27.0
2024-07-09,Biscuits,31.0
2024-07-10,Biscuits,35.0
2024-07-11,Biscuits,24.0
2024-07-12,Biscuits,10.0
2024-07-13,Biscuits,21.0
2024-07-14,Biscuits,26.0
2024-07-15,Biscuits,25.0
2024-07-16,Biscuits,26.0
2024-07-17,Biscuits,31.0
2024-07-18,Biscuits,17.0
2024-07-19,Biscuits,15.0
2024-07-20,Biscuits,18.0
2024-07-21,Biscuits,27.0
2024-07-22,Biscuits,14.0
2024-07-23,Biscuits,24.0
2024-07-24,Biscuits,21.0
2024-07-25,Biscuits,17.0
2024-07-26,Biscuits,25.0
2024-07-27,Biscuits,22.0
2024-07-28,Biscuits,24.0
2024-07-29,Biscuits,23.0
2024-07-30,Biscuits,12.0
2024-07-31,Biscuits,13.0
2024-08-01,Biscuits,24.0
2024-08-02,Biscuits,29.0
2024-08-03,Biscuits,13.0
2024-08-04,Biscuits,28.0
2024-08-05,Biscuits,30.0
2024-08-06,Biscuits,29.0
2024-08-07,Biscuits,25.0
2024-08-08,Biscuits,31.0
2024-08-09,Biscuits,40.0
2024-08-10,Biscuits,33.0
2024-08-11,Biscuits,26.0
2024-08-12,Biscuits,35.0
2024-08-13,Biscuits,17.0
2024-08-14,Biscuits,11.0
2024-08-15,Biscuits,12.0
2024-08-16,Biscuits,31.0
2024-08-17,Biscuits,30.0
2024-08-18,Biscuits,14.0
2024-08-19,Biscuits,13.0
2024-08-20,Biscuits,17.0
2024-08-21,Biscuits,25.0
2024-08-22,Biscuits,15.0
2024-08-23,Biscuits,41.0
2024-08-24,Biscuits,16.0
2024-08-25,Biscuits,13.0
2024-08-26,Biscuits,41.0
2024-08-27,Biscuits,25.0
2024-08-28,Biscuits,20.0
2024-08-29,Biscuits,14.0
2024-08-30,Biscuits,44.0
2024-08-31,Biscuits,25.0
2024-09-01,Biscuits,36.0
2024-09-02,Biscuits,30.0
2024-09-03,Biscuits,18.0
2024-09-04,Biscuits,30.0
2024-09-05,Biscuits,7.0
2024-09-06,Biscuits,45.0
2024-09-07,Biscuits,25.0
2024-09-08,Biscuits,25.0
2024-09-09,Biscuits,29.0
2024-09-10,Biscuits,17.0
2024-09-11,Biscuits,14.0
2024-09-12,Biscuits,22.0
2024-09-13,Biscuits,38.0
2024-09-14,Biscuits,7.0
2024-09-15,Biscuits,21.0
2024-09-16,Biscuits,19.0
2023-01-01,Oil,42.0
2023-01-02,Oil,26.0
2023-01-03,Oil,29.0
2023-01-04,Oil,32.0
2023-01-05,Oil,26.0
2023-01-06,Oil,13.0
2023-01-07,Oil,10.0
2023-01-08,Oil,25.0
2023-01-09,Oil,15.0
2023-01-10,Oil,5.0
2023-01-11,Oil,30.0
2023-01-12,Oil,23.0
2023-01-13,Oil,11.0
2023-01-14,Oil,50.0
2023-01-15,Oil,20.0
2023-01-16,Oil,1.0
2023-01-17,Oil,8.0
2023-01-18,Oil,16.0
2023-01-19,Oil,8.0
2023-01-20,Oil,24.0
2023-01-21,Oil,43.0
2023-01-22,Oil,34.0
2023-01-23,Oil,24.0
2023-01-24,Oil,25.0
2023-01-25,Oil,15.0
2023-01-26,Oil,36.0
2023-01-27,Oil,0.0
2023-01-28,Oil,9.0
2023-01-29,Oil,28.0
2023-01-30,Oil,20.0
2023-01-31,Oil,33.0
2023-02-01,Oil,43.0
2023-02-02,Oil,9.0
2023-02-03,Oil,46.0
2023-02-04,Oil,30.0
2023-02-05,Oil,8.0
2023-02-06,Oil,14.0
2023-02-07,Oil,42.0
2023-02-08,Oil,13.0
2023-02-09,Oil,21.0
2023-02-10,Oil,22.0
2023-02-11,Oil,14.0
2023-02-12,Oil,5.0
2023-02-13,Oil,33.0
2023-02-14,Oil,36.0
2023-02-15,Oil,34.0
2023-02-16,Oil,33.0
2023-02-17,Oil,13.0
2023-02-18,Oil,58.0
2023-02-19,Oil,36.0
2023-02-20,Oil,24.0
2023-02-21,Oil,30.0
2023-02-22,Oil,22.0
2023-02-23,Oil,3.0
2023-02-24,Oil,23.0
2023-02-25,Oil,41.0
2023-02-26,Oil,31.0
2023-02-27,Oil,17.0
2023-02-28,Oil,35.0
2023-03-01,Oil,8.0
2023-03-02,Oil,26.0
2023-03-03,Oil,16.0
2023-03-04,Oil,19.0
2023-03-05,Oil,5.0
2023-03-06,Oil,28.0
2023-03-07,Oil,39.0
2023-03-08,Oil,28.0
2023-03-09,Oil,29.0
2023-03-10,Oil,28.0
2023-03-11,Oil,73.0
2023-03-12,Oil,33.0
2023-03-13,Oil,24.0
2023-03-14,Oil,16.0
2023-03-15,Oil,27.0
2023-03-16,Oil,17.0
2023-03-17,Oil,9.0
2023-03-18,Oil,23.0
2023-03-19,Oil,32.0
2023-03-20,Oil,10.0
2023-03-21,Oil,23.0
2023-03-22,Oil,27.0
2023-03-23,Oil,44.0
2023-03-24,Oil,20.0
2023-03-25,Oil,37.0
2023-03-26,Oil,39.0
2023-03-27,Oil,5.0
2023-03-28,Oil,15.0
2023-03-29,Oil,29.0
2023-03-30,Oil,14.0
2023-03-31,Oil,12.0
2023-04-01,Oil,39.0
2023-04-02,Oil,47.0
2023-04-03,Oil,43.0
2023-04-04,Oil,27.0
2023-04-05,Oil,18.0
2023-04-06,Oil,5.0
2023-04-07,Oil,22.0
2023-04-08,Oil,42.0
2023-04-09,Oil,19.0
2023-04-10,Oil,38.0
2023-04-11,Oil,20.0
2023-04-12,Oil,28.0
2023-04-13,Oil,40.0
2023-04-14,Oil,33.0
2023-04-15,Oil,30.0
2023-04-16,Oil,20.0
2023-04-17,Oil,33.0
2023-04-18,Oil,19.0
2023-04-19,Oil,2.0
2023-04-20,Oil,42.0
2023-04-21,Oil,33.0
2023-04-22,Oil,25.0
2023-04-23,Oil,33.0
2023-04-24,Oil,46.0
2023-04-25,Oil,21.0
2023-04-26,Oil,11.0
2023-04-27,Oil,2.0
2023-04-28,Oil,23.0
2023-04-29,Oil,11.0
2023-04-30,Oil,16.0
2023-05-01,Oil,24.0
2023-05-02,Oil,23.0
2023-05-03,Oil,0.0
2023-05-04,Oil,29.0
2023-05-05,Oil,20.0
2023-05-06,Oil,35.0
2023-05-07,Oil,26.0
2023-05-08,Oil,21.0
2023-05-09,Oil,33.0
2023-05-10,Oil,22.0
2023-05-11,Oil,2.0
2023-05-12,Oil,13.0
2023-05-13,Oil,28.0
2023-05-14,Oil,36.0
2023-05-15,Oil,23.0
2023-05-16,Oil,31.0
2023-05-17,Oil,41.0
2023-05-18,Oil,46.0
2023-05-19,Oil,24.0
2023-05-20,Oil,34.0
2023-05-21,Oil,31.0
2023-05-22,Oil,25.0
2023-05-23,Oil,14.0
2023-05-24,Oil,12.0
2023-05-25,Oil,14.0
2023-05-26,Oil,24.0
2023-05-27,Oil,26.0
2023-05-28,Oil,37.0
2023-05-29,Oil,22.0
2023-05-30,Oil,25.0
2023-05-31,Oil,50.0
2023-06-01,Oil,8.0
2023-06-02,Oil,30.0
2023-06-03,Oil,19.0
2023-06-04,Oil,39.0
2023-06-05,Oil,22.0
2023-06-06,Oil,48.0
2023-06-07,Oil,25.0
2023-06-08,Oil,30.0
2023-06-09,Oil,18.0
2023-06-10,Oil,27.0
2023-06-11,Oil,16.0
2023-06-12,Oil,34.0
2023-06-13,Oil,28.0
2023-06-14,Oil,24.0
2023-06-15,Oil,40.0
2023-06-16,Oil,19.0
2023-06-17,Oil,7.0
2023-06-18,Oil,24.0
2023-06-19,Oil,12.0
2023-06-20,Oil,24.0
2023-06-21,Oil,27.0
2023-06-22,Oil,18.0
2023-06-23,Oil,37.0
2023-06-24,Oil,16.0
2023-06-25,Oil,24.0
2023-06-26,Oil,8.0
2023-06-27,Oil,38.0
2023-06-28,Oil,30.0
2023-06-29,Oil,30.0
2023-06-30,Oil,41.0
2023-07-01,Oil,40.0
2023-07-02,Oil,17.0
2023-07-03,Oil,10.0
2023-07-04,Oil,24.0
2023-07-05,Oil,22.0
2023-07-06,Oil,21.0
2023-07-07,Oil,12.0
2023-07-08,Oil,22.0
2023-07-09,Oil,11.0
2023-07-10,Oil,7.0
2023-07-11,Oil,19.0
2023-07-12,Oil,17.0
2023-07-13,Oil,39.0
2023-07-14,Oil,37.0
2023-07-15,Oil,15.0
2023-07-16,Oil,14.0
2023-07-17,Oil,50.0
2023-07-18,Oil,44.0
2023-07-19,Oil,27.0
2023-07-20,Oil,21.0
2023-07-21,Oil,25.0
2023-07-22,Oil,13.0
2023-07-23,Oil,12.0
2023-07-24,Oil,51.0
2023-07-25,Oil,30.0
2023-07-26,Oil,19.0
2023-07-27,Oil,29.0
2023-07-28,Oil,35.0
2023-07-29,Oil,20.0
2023-07-30,Oil,16.0
2023-07-31,Oil,20.0
2023-08-01,Oil,41.0
2023-08-02,Oil,14.0
2023-08-03,Oil,21.0
2023-08-04,Oil,14.0
2023-08-05,Oil,29.0
2023-08-06,Oil,18.0
2023-08-07,Oil,49.0
2023-08-08,Oil,9.0
2023-08-09,Oil,32.0
2023-08-10,Oil,18.0
2023-08-11,Oil,37.0
