ds,yhat,yhat_lower,yhat_upper,product_name
2024-10-09,22.184959437311612,8.042311157524987,34.58489755263028,Rice
2024-10-10,23.634374310874602,9.91506906087569,37.434299852743564,Rice
2024-10-11,23.038616784490685,8.779407292870491,36.90014091868698,Rice
2024-10-12,25.600514797510755,12.270125560199123,39.818674123273354,Rice
2024-10-13,23.551871829938488,10.014062257895372,37.4909083277686,Rice
2024-10-14,23.48502372265391,9.658657194861153,37.48446166672703,Rice
2024-10-15,22.277277038202243,8.483184922757099,36.03558290410905,Rice
2024-10-16,22.175957374648693,8.058212955629916,35.81517865821147,Rice
2024-09-17,25.6623285603988,10.524451891875641,40.611803140185714,Shampoo
2024-09-18,26.291512479869493,10.839009508652577,40.12829057315875,Shampoo
2024-09-19,26.41507296581405,11.55615019295484,41.06930562256836,Shampoo
2024-09-20,26.122896334377558,12.012280915272907,39.099612353694575,Shampoo
2024-09-21,24.23519145476584,10.104842758456337,39.08681041174557,Shampoo
2024-09-22,27.511826086834105,13.443737801572846,42.0187247779611,Shampoo
2024-09-23,24.533973649810342,9.457059269998272,39.54060280973508,Shampoo
2024-09-24,25.685690076231612,11.255127735205042,40.26648822241907,Shampoo
2024-09-25,26.31487399570893,12.24271760899862,40.742634477365726,Shampoo
2024-09-26,26.43843448164538,12.48318174247043,40.867002154390455,Shampoo
2024-09-27,26.146257850212077,12.60363600034934,41.137725090673776,Shampoo
2024-09-28,24.258552970602967,8.980025674466553,38.16987148315661,Shampoo
2024-09-29,27.535187602668056,12.845667531006587,42.00475734935158,Shampoo
2024-09-30,24.55733516564434,9.22070507838672,40.10808638534641,Shampoo
2024-10-01,25.70905159206172,11.508717078734172,39.86076923971749,Shampoo
2024-10-02,26.338235511545946,12.278463661316286,41.82165206179682,Shampoo
2024-10-03,26.461795997484934,11.280617825861079,40.752185799770714,Shampoo
2024-10-04,26.16961936604034,11.49316767934336,40.978283257572976,Shampoo
2024-10-05,24.281914486437035,9.404994916014399,39.29889907233022,Shampoo
2024-10-06,27.55854911850109,14.214642034950689,42.19655606798536,Shampoo
2024-10-07,24.580696681478337,10.152774170240884,40.34277537684894,Shampoo
2024-10-08,25.73241310789453,11.197903277655348,39.77771850042222,Shampoo
2024-10-09,26.361597027374412,12.181558181138938,41.48239103551332,Shampoo
2024-10-10,26.485157513316263,12.354922868761115,41.24989606941001,Shampoo
2024-10-11,26.192980881874867,11.703370274973242,39.913325740035205,Shampoo
2024-10-12,24.305276002263597,9.855205433433087,39.23622299171129,Shampoo
2024-10-13,27.581910634335046,12.835785040899264,42.37218649516106,Shampoo
2024-10-14,24.604058197307914,10.343197194362364,39.76019192414703,Shampoo
2024-10-15,25.75577462373454,11.35086071358254,41.15132651693928,Shampoo
2024-10-16,26.384958543211432,11.503357635655611,41.122586391327786,Shampoo
2024-09-17,23.946424079616765,10.182517837406202,37.154867862177184,Soap
2024-09-18,24.272279039610563,11.203137124352029,39.18001307261354,Soap
2024-09-19,23.74420439635423,8.833903105673782,37.70008512775391,Soap
2024-09-20,25.317249111927694,10.92319090726559,38.72295736113013,Soap
2024-09-21,21.429633304843946,8.256470703274182,36.10148557242157,Soap
2024-09-22,24.822433732297483,12.179668798844897,39.75179018807339,Soap
2024-09-23,24.8891176002815,10.46375385692245,38.483975344798694,Soap
2024-09-24,23.943624438824187,9.228106845635246,37.42849138735708,Soap
2024-09-25,24.26947939882791,11.129733913140246,38.56958406227576,Soap
2024-09-26,23.741404755564282,10.627616586596803,37.61901756136317,Soap
2024-09-27,25.314449471137216,11.771227002792259,39.31876580540437,Soap
2024-09-28,21.426833664052154,6.8725086760557375,34.4111452962245,Soap
2024-09-29,24.819634091508327,11.259391562981143,37.28385324744923,Soap
2024-09-30,24.88631795949406,11.285780113806341,38.441331165033375,Soap
2024-10-01,23.940824798038054,9.528471862829768,38.199794192756826,Soap
2024-10-02,24.266679758040965,10.25745480063681,37.87433927143212,Soap
2024-10-03,23.73860511477923,8.89514937979377,36.73676887794419,Soap
2024-10-04,25.311649830345665,11.925274744138255,39.431298558876406,Soap
2024-10-05,21.424034023263324,7.992900697097109,36.26616559014615,Soap
2024-10-06,24.816834450710118,10.607621744351801,38.68647236191585,Soap
2024-10-07,24.883518318706624,10.627557565348196,37.8337335950469,Soap
2024-10-08,23.938025157245484,10.234729010465722,38.797874243017496,Soap
2024-10-09,24.263880117246266,9.502110464260747,37.53843380725242,Soap
2024-10-10,23.735805473989277,9.235589235966652,38.644884908707894,Soap
2024-10-11,25.308850189555187,11.863648758935184,39.404822812754865,Soap
2024-10-12,21.421234382478364,7.685891866440748,35.625704691500815,Soap
2024-10-13,24.814034809920962,11.367952270772665,39.095825278608245,Soap
2024-10-14,24.88071867791058,10.890609526527788,39.57430976209939,Soap
2024-10-15,23.93522551646198,10.686173679856442,37.435593690579516,Soap
2024-10-16,24.26108047645932,10.769228277837723,38.674602376165645,Soap
